,description,final_label,step_c_d_choice,step_e_choice,step_f_choice,step_g_choice,step_h_choice,step_i_choice,id,DEF
394,"Sarah Lehmann verarscht euch nur, ein Blick auf ihren Profilbanner geworfen und schon sehr ihr woher der Wind weht.
Die Leute von der Antifa haben heute Spaßtag und ihr fallt  darauf rein.
Einfach ignorieren und dann ist gut.",False,True,False,none,none,none,none,894887053883052,False
395,"Die Regierende sind in die ecke gestelt wie ein hund und beißen um sich,die forderungen müssen lauter werden WECK mit diesen Volsmörderische politik und politiker Merkel WECK Regierung ab setzen.",False,True,True,True,False,True,True,1043594009012355,False
396,"Anja Lindner : Sie haben ja Recht, aber momentanes Recht ist es eben, dass dem Gesochs monatlich 350 Euronen an Taschengeld (für's Nichts-Tun"") zustehen - dazu kann man stehen, wie man will.

Und zum Thema ""Arbeiten gehen"" folgendes: 
   Was wir derzeit importieren, sind nicht nur ""ethnische"", also kulturelle und religiöse Konflikte, sondern auch eine ""industrielle Reservearmee"", für die es keine Beschäftigung gibt und keine geben wird, das Lumpenproletariat von morgen und übermorgen. 

In diesem Sinne: Über'm Äuator lacht die Sonne und über Deutschland lacht die ganze Welt.

Gruß von den Philippinen!",False,True,False,none,none,none,none,1111868078851614,False
397,"Man braucht gar keine Comedy-Sendungen mehr, die Politiker und Schreihals-Journalisten sind witzig genug :-D  Fordern ""für sich"" Meinungsfreiheit und sterben fast am Herzinfarkt, weil se ne Mistgabel sehen...Lächerlich",False,False,none,none,none,none,none,1043591835679239,False
398,"and you call these Zombie Mother F**ker . INNOCENT REFUGEES ???????????????????. this is a Massive Army to Annihilate Europe. KILL THEM ALLLLLLLLLLL. Just tell me why you have an Army ? to defend your country, isn't it ? then what are you waiting for. shoot them",False,False,none,none,none,none,none,1107995775905511,False
400,Stehen die Polizisten dort nur zur Zierde rum?,False,False,none,none,none,none,none,1095982907106798,False
401,Jetzt mal ne frage oben heisst es die polizei prüft im fall der schwangeren ermordeten maria ob es ein ehrenmord war...wenn er ein mädchen schwängert und es verstösst weil es den eltern nicht passt dann soll es ehrenmord gewesen sein ...und da wundert sich die politik wenn die volksseele hochkocht ..... gibts wieder einen kulturbonus ...deutsche wandern für sowas 25 jahre hinter gittern und evtl wird noch die besondere schwere der schuld  festgestellt ...es braucht sich in diesem land und europa wundern wenn rechtsradikale kräfte immer mehr zulauf bekommen ..es wird ja praktisch von allen seiten provoziert .man kann doch nicht mehr von einem echtssystem sprechen das deutsche mit aller härte des gesetzes bestraft und migranten die in deutschland geboren sind kulturbonus geben .. lass eine deutsche frau nach syrien gehn und autofahren das macht sie nicht lange und wenn sie dann vor gericht steht sagt sie das ist meine westliche kultur das ich autofahr was meint ihr was der richter dann sagt,False,True,False,none,none,none,none,857444217627336,False
402,"Wissen wir doch, aber die Propagandapresse der BRiD muss alles auf PEGIDA beziehen, da sie zur Zeit der größte Feind für das kriminelle Regime darstellen.",False,False,none,none,none,none,none,857866800918411,False
403,Sorgloser Depp mache Dir mal keine Sorgen es fing damals im Südwesten an und die Hogesa sind Idioten sorry es ist alles jetzt in guten Händen lieber vernünftige Leute die wissen was Patrioten sind und hier wird auch kein Staat was machen wie bei Pegida usw. Da die Leute alles schon durch gemacht haben....,False,True,True,True,False,True,False,858375677534190,False
404,Die Christen bei uns laufen auch nicht ständig mit nem Holzkreuz auf dem Buckel rum. Zumindest sollte der Kopflappen in Schulen verboten werden.,False,False,none,none,none,none,none,1010182402353516,False
406,"S.o. Es ist natürlich einfach jedes Hakenkreuz auf die Rechtsextremen abzuschieben - denn das zählt auch als ""judenfeindliche Straftat"". Eine Straftat wie judenfeindliche Parolen - sind die da auch aufgelistet. Hört einfach auf, die judenfeindliche Grundierung des Islam zu negieren. Ihr würdet den wahren Rechtsextremen komplett das Wasser abgraben, wenn ihr endlich diese Gefahren ernst nimmt und nicht verharmlosen würdet. Ich bin gegen Rechtsextreme - keine Frage. Judenfeindlichkeit ist das Letzte. Täter sollten auch hier richtig benannt werden.",False,False,none,none,none,none,none,895221087182982,False
407,"Warum nur lassen sich die Leute sowas gefallen? Einfach abfackeln diese Moscheen - Problem gelöst. Logisch dass die Gegner leichtes Spiel haben, wenn sich die Einheimischen nicht wehren.",False,False,none,none,none,none,none,1105417686163320,False
409,Dafür machen die scheiß Kroaten freie Bahn. Balkan Pack,False,False,none,none,none,none,none,982662171772206,False
410,"das Schlimme darin ist, dass es die Politiker ganz genau um  die Probleme wissen. Nur keiner dieser Damen und Herren den Arsch in der Hose hat mal NEIN zu sagen. Dieses ist nicht nur jämmerlich sondern dumm und kurzsichtig.",False,False,none,none,none,none,none,946376782067412,False
411,Deutschlnd ohne dich wäre eine Sorge weniger.,False,True,False,none,none,none,none,884852508219840,False
412,Nicht Wirtschaftsflüchtlinge....Schmarotzer.,False,False,none,none,none,none,none,882915261746898,False
413,"ist doch klar das sie dabei sein wollen wenn ihre Landsleute anfangen zu plündern.-Ich Denke mal das viele IS Kämpfer schon ihren Plan haben zuzu schlagen.Die Merkel muß weg und jetzt muß auch der Inerliche Sicherheit aller Deutschen gewährgeleistet sein..von der Leyen hat auch das Komando abzugeben-nur ich Glaube,.-) das sie nicht in der Lange ist wenn es zur ausstreitungen kommt ihre Handlung des Herres gewissenhaft zu führen",False,True,False,none,none,none,none,982648858440204,False
414,"Zitat J.T.: ""Noch nie wurde in Deutschland ein Deutscher von ""muslimischen"" Terroristen ermordet. Nie! Wer trotz der über 180 von Rechtsextremen ermordeten Deutschen verbreitet, es gebe in Deutschland zwar 270 islamistische, aber nur 12 rechtsradikale Gefährder, betreibt systematische islamophobe Volksverdummung. Und gezielte Verharmlosung des Rechtsradikalismus. Das ist gefährlich!"" Da rechnen Sie die vielen toten deutschen Menschen welche von Zuwanderern ums Leben kamen nicht. Warum auch. Es waren ja keine Terrorristen und wo beginnt der Terrorist für Sie? All die vergewaltigten Frauen in ganz Europa von Männern überwiegend islamischen Glaubens, weil Frauen ohne Kopftuch ja selber schuld haben. Ja, das ist natürlich kein Terrorismus. Einzelfälle..ganz klar und deutlich - oder? Ich habe so einen Unsinn nun gerade nicht von Ihnen erwartet. Kann natürlich möglich sein, dass Sie etwas durcheinander bringen in der Hektik die zur Zeit herrscht. Pegida ist Rechts....es sind bald oder schon, Menschen Rechts, wenn sie eine deutsche Eiche im Garten haben und wenn es zwei deutsche Eichen sind, dann sind sie gefährlich. *Buh*       Anm. - ich habe keinen Garten",False,True,False,none,none,none,none,894681893903568,False
415,"dieser Spinner Grönemeyer der das zur WErbung für seine CD genutzt hat ist ja mehr als peinlich. Wer hat das Land aufgebaut? 
Der gibt sich als Bochumer ist da weder geboren noch lebt er da, nuschelt vor sich hin und GEschichte scheint auch nicht sein Fall zu sein. Mathematik wohl eher weil dass man in England weniger STeuern zahlt hat er kapiert. Der soll mal im Pott leben dann sieht er was da mit Türken los ist. Soll erst einmal hier STeuern zahlen. Wer seine Musik kauft unterstützt das noch. Sollen das doch die Islamisten tun.",False,True,True,True,False,True,False,857399534298471,False
416,"Laut 'ZDF' gerade eben, gibt die Politik (PEGIDAWarnminister Maas) inzwischen zu, dass Sylvester eine Bundesweit geplante und abgesprochene Schweineaktion von Migranten war.

Und so trifft dieses Zitat dann doch zu: Auf dem Tahrir konnte man bereits nachweisen, was man hier inzwischen schon vermutet: Dass es sich bei den Vorgängen um konzertierte Aktionen handelte und dass zumindest ein Teil der Täter als bezahlte Söldner agierten. Das Mißhandeln, Vergewaltigen und sexuelle Bedrängen von Frauen stellte auf dem Tahrir wie auch in Köln eine Kriegshandlung dar, die der Destabilisierung des Staates und Demoralisierung der Bevölkerung diente bzw. dient.

""Die interessante Frage ist: wer hat die Aktion koordiniert? Und warum?“",False,True,False,none,none,none,none,1038637509508005,False
417,"Welche ""Fachkräfte""???? Fachkraft im Stehlen, Betrügen, Vergewaltigen??",False,False,none,none,none,none,none,876271422411282,False
418,Jetzt wird man schauen müssen wer keine Propangasflaschen kaufen darf. Ich würde Muslime unter Generalverdacht stellen.,False,False,none,none,none,none,none,1011469192224837,False
419,Kann sich Merkel schon mal in Chile um Asyl bemühen die nehmen doch unsere abgehalfterten politiker,True,True,True,True,False,False,True,1035118629859893,True
420,"Das wollte ich hören ?
Für Deutschland.  Für unsere Kinder.  
Gegen die Überfremdung.",False,False,none,none,none,none,none,855000761205015,False
421,"Die Saat des zukünftigen Terrorismus und des religiösen Fanatismus bringt die Politik gerade mit der Asylschwämme auf die Toleranzfelder der deutschen Äcker aus. Deutsche Extremisten reisen nach Syrien und töten im Namen des Koran und diese ungehemmten,skrupellosen Mörder kehren zurück in die soziale Geborgenheit und Sicherheit der Ungläubigen. Die von ihnen zu tiefst gehasste westliche Welt nimmt sie wieder mit offenen Armen auf und nährt und füttert den Keim des Bösen weiter. Die Erhöhung der Sozialleistungen für Asylbewerber ist doch eine perfekte Einladung an die Welt. Kein Geld für Schulen, Polizei, Kindergärten, Straßen , Kommunen,Rentner usw. aber Milliarden Euro für Scheinasylanten.",False,False,none,none,none,none,none,882011611837263,False
422,"von  den Bunten hört man nur: ""das hatten wir 1933 schon mal, das brauchen  wir nicht mehr"" ......ganz genau, so ist es ! 1933 hat der Terror die  Macht übernommen, und nun müssen wir verhindern daß wieder der Terror  regiert, nur dieses Mal ist es Islam-Terror ! Sind die alle so doof daß  sie nicht sehen woher die Gefahr heute kommt ? Bericht von Jürgen  Todenhöfer aus der IS-Hochburg nicht gesehen ??? Also ich kann nirgends  eine Nazigefahr erkennen. Pegida sind zu 99% Menschen die gerne in  Deutschland leben und die Gefahr sehen, daß unsere Heimat der  Muslimischen Globalisierung zum Opfer fällt. Keiner will intigrierte  Ausländer rauswerfen oder Kriegsflüchtlingen Asyl verweigern, aber mehr  sollte es nicht sein. Auch geht es nicht daß hier in Europa Werte  verloren gehen, nur damit sich Muslime hier zuhause fühlen....",False,True,False,none,none,none,none,857729187598839,False
423,"hat sich je ein asylant davon distanziert, wenn er seine eigene unterkunft angezündet hat und damit seine mitbewohner gefährdet hat? also warum wird hier mit zweierlei maß gemessen?",False,False,none,none,none,none,none,895481103823647,False
424,Nachricht an die Antifa und die linken Politverbrecher: https://www.youtube.com/watch?v=dvXk-6wfNDg&x-yt-ts=1422327029&x-yt-cl=84838260,False,False,none,none,none,none,none,857914017580356,False
425,Fock Islam,False,False,none,none,none,none,none,876630312375393,False
426,"Dann beginn Du doch mit einem konstruktiven Post. Welche Unwahrheiten? Totenhofer hat mehrmals in seinem Beitrag gelogen.
Und das er erst Tote in Deutschland erwartet, bevor etwas getan wird, ist absolut menschenverachtend.
Dresden soll das Tal der Ahnungslosen sein? Todenhöfer kann ja nicht einemal über die Grenzen unseres globalisierten Europas schauen. Frankreich, Belgien, Dänemark - da gab es Tote.
Atta kam damals aus Hamburg. Was will dieser Schmierfink denn noch?",False,True,True,True,False,True,False,894899930548431,False
427,"Und eins kann ich dir sagen du Vollidiot,ich hab mehr ahnung ,als du es dir vorstellen kannst,ja wahrscheinlich sogar mehr als du!!",True,True,True,True,False,False,True,982791521759271,True
428,Ignoriert ihn.. is een grüner Spinner.. er steht wohl eher auf seine Pedo Partei..,True,True,True,True,False,False,True,861954740509617,True
429,"Heidelberg ist eine Universitätsstadt, die meisten Ausländer sind Studierende und keine Analphabeten aus dem Libanon oder Anatolien. Es ist eine andere Bevölkerungsschicht, welche auch zur Integration bereit ist. Komme zum Ruhgebiet, z. B. Duisburg, wo einige Stadtteile unbewohnbar wurden, wo hohe Kriminalität herrscht, wo man als deutscher angepöbelt wird, wo man seine Kinder mit Angst in die Schule schickt, WELCOME in Duisburg!",False,False,none,none,none,none,none,856835021021589,False
430,"When will you all say ""enough is enough"" and take care of these worthless things?",False,False,none,none,none,none,none,1095911350447287,False
431,"Warum werden diese Schmarotzer auch noch auf Staatskosten nach Hause gebracht ?
Mein Vorschlag , wer keine Kohle fürs Ticket hat darf nach Hause wandern.",False,False,none,none,none,none,none,1057454320959657,False
432,Wer hier der Presse glaubt kann auch der Frau Merkel glauben die nehmen sich beim Lügen nichts !,False,True,True,True,False,True,True,856745534363871,False
433,"War da letztens nicht so ein Bericht vom Verfassungsschutz oder so ähnlich, über die aufkommende Pogrom-Stimmung in Deutschland?

Wie weit darf sich eine Regierung von ihrem Regierungsauftrag entfernen?

Und wenn sie sich soweit davon entfernt hat, dass sie den Schutz der eigenen Bevölkerung gar nicht mehr wirklich verfolgt oder verfolgen kann, dann ist es Zeit für eine Abwahl/Neuwahl.... damit diese Art von Briefen nie wieder notwendig sind.... Schlimm dass der nette Polizei Onkel so etwas schreibt (schreiben muss).... pure Hilfslosigkeit!!

Die Pegida fordert schon lange eine Verstärkung der Polizei.... und dann so ein Brief?

Eisenstiefel an und weg mit dieser linksrotgrünen Faschistentruppe",False,False,none,none,none,none,none,1052405014797921,False
434,"und Frankreich scheint Migrantenmutti und Deutschlandabschafferin Merkel auch von der Fahne zu gehen. Es wird hoffentlich einsam um Merkel, Deutschland steht aussenpolitisch fast wieder genauso isoliert da, wie am Vorabend des 1. und des 2. Weltkrieges. Eine gefährliche Lage, hoffentlich finden sich bald und nicht zu spät Königinmörder, die dem Schrecken ein Ende bereiten.",False,True,False,none,none,none,none,1057729404265482,False
436,zurück mit denen sollen ihr land aufbauen,False,False,none,none,none,none,none,1095990530439369,False
437,"Die Linken und Chaoten sind verantwortlich für die Gewalt gegen die Polizei,",False,False,none,none,none,none,none,1052391088132647,False
438,"Der Mann hat vollkommen recht.Jeder Ausländer der über ein sicheres Zwischenland hierher kommt ,sollte so chnell wie möglich abgeschoben werden",False,True,False,none,none,none,none,961025837269173,False
439,"Ich kenne durch meinen früheren Beruf einen Syrer, der seit 4 Jahren in DE ist, inzwischen eine Deutsche geheiratet hat und als Allgemeinmediziner praktiziert! Er sagte mir, dass die meisten angeblichen Flüchtlinge gar nicht oder wenig gebildet sind, je mehr Kinder sie haben, desto niedriger der Bildungsstand! Schön, dass dadurch neue Hartzer gezüchtet werden! Und was ist mit den vielen jungen Männern? Werden sie sich gewaltfrei gegenüber meinen Töchtern und Enkeltöchtern benehmen? Ich bezweifle dies!",False,True,False,none,none,none,none,993924913979265,False
440,warum denn das????  der kopf der kirche(mir fällt es echt schwer diesen namen der schande niederzuschreiben)ist doch schon tief genug im arsch dieser verblödeten sogenannten herrenreasse!!!!!,False,True,True,True,False,False,True,1085134531524969,False
441,"Wann hat bei Pegida jemals jemand etwas gegen wirkliche Flüchtlinge gesagt ? Egal ob christlich, jesidisch, atheistisch.....hier ist doch Willkommen, wer wirklich vor großer Not flüchtet. Aber ein sehr großer Teil kommt nicht aus Not, sondern um den Westen einzunehmen.
Besonders die ganzen schwarzen Jungen Männer. Und nee, die laufen nicht, die reißen LKWs kaputt oder brechen sie auf und springen einfach hinten rein. Unmöglich !",False,False,none,none,none,none,none,1012886525416437,False
442,Schlisen und zwahr sofort für alle muslimen.,False,False,none,none,none,none,none,1044284582276631,False
443,"Christine Nordmann - Selbst nur 1, sogenannter ""Gefährder"" ist mir schon zuviel! Die gehören nicht zu Deutschland!",False,True,False,none,none,none,none,1010235899014833,False
445,Angela Merkel ist nicht unsere Bundeskanzlerin sondern unser Nazi Führer........,False,True,True,True,False,True,True,856797607691997,False
446,"Die sollen sich alle gegenseitig rummachen,aber bitte nicht in EUROPA!",False,False,none,none,none,none,none,1063476433690779,False
448,"#Islam: The Religion of Genocide
http://www.savemysweden.com/islam-the-religion-of-genocide/",False,False,none,none,none,none,none,1065000050205084,False
449,"Klingt doch gut! Da nach dem offensichtlich erfolgreichen Waffenstillstand (unter Führung Rußlands) wohl auch bald die Befriedung Syriens (unter Führung Rußlands) einsetzen wird, müssen sich die Integrationsoptimierer (Dill Schweiner et al.) bald ein neues Betätigungsfeld suchen. ""Remigration"" - damit läßt sich 2016 RICHTIG Kohle verdienen! SICHERE Schiffspassagen und Flüge zurück ins gelobte Land. Finanziert vom Dummbürger.",False,False,none,none,none,none,none,1097873106917778,False
450,"Auf SternTV kommt gerade, dass die""bösen"" Ungarn die armen Kriegsflüchtlinge, die gerade ihr Gewaltpotential zeigen und eine Grenzverletzung begehen, mit Wasserwerfern zurückdrängen. Die gehören gleich zurückgebracht. Für mich sind das alles Wirtschaftsflüchtlinge, denn sie waren schon im ersten europäischen Land vor Krieg und Verfolgung  sicher. Und warum wollen sie alle nach Deutschland? Ein Schelm, der denkt, dass sie nur ans Geld wollen. Vom der Tagung des  sächsischen Parlaments kam heute, dass die ""Wanne"" noch nicht voll wäre. So viel kann man gar nicht essen, wie man k..... könnte. Das werden bald unsere"" Rentenbringer"" . WEEER GLAUUUUBT DENNN SOOOO WAAAS?",False,False,none,none,none,none,none,982755311762892,False
451,"Diesen (verlogenen) Brieftext der Gutmenschmafia sollte sich jeder Sportverein, dessen Turnhalle konfisziert wird, kopieren und damit die feindliche Übernahme zu verhindern versuchen.",False,False,none,none,none,none,none,987864114585345,False
452,und flüchte aus unseren land. kannst dann gerne asyl beantragen aber nicht hier.,False,True,False,none,none,none,none,994369143934842,False
453,"Warum sollte ich Propaganda machen? Ich hatte nur auf einige 1000 Menschen hingewiesen, denen im Namen Allah die Köpfe abgeschnitten, die Hirne herausgeschlagen, die gekreuzigt oder lebendig verbrannt wurden. Passte halt nicht ins selbstgebastelte Weltbild des Islamverstehers Todenhöfer.",False,True,False,none,none,none,none,895401043831653,False
454,"Sind nicht auch Politiker studierte Leute und was verzapfen die für einen Mist? Studiert haben, bedeutet nicht, dass auch die Intelligenz vorhanden ist. Ich kenne Menschen, die haben nicht studiert und sind viel schlauer, als solche, die jahrzehntelang studiert haben.",False,False,none,none,none,none,none,894868117218279,False
455,"Maik, weil von Beginn der Invasion an alle, die auch nur ansatzweise Kritik an dieser Asylpolitik geübt haben, die der Meinung waren, dass das nicht gut gehen kann, wurden ohne Ausnahme als Rassist, als Nazi oder als Rechtsradikal bezeichnet wurde!  Und mittlerweile habe ich das Gefühl, dass hier Jung gegen Alt ausgespielt bzw. aufeinander gehetzt wird, nur um diese Politik durch zu dreschen ... auf Teufel komm raus und ohne Rücksicht auf Verluste!",False,True,False,none,none,none,none,1152539768117778,False
456,Die Lügenpresse wird von wenigen tausend Leuten sprechen und schreiben. :-),False,False,none,none,none,none,none,856745107697247,False
458,Detlef Cordes Google COUDENHOVE--KALERGI plan to see all this refugee Crisis was planed before. and that fat a** polish B**ch is one of the executer of that plan. FATIMA MERKEL must be executed By Fire squad for what she did to Germans & Gemany,False,True,True,True,False,True,False,1108625339175888,False
459,"Ein Australische Truck mit 3 Hänger hinten dran und durch. Die stellen sich nicht mehr in den Weg, wetten? Denn wenn die über 70 Räder drüber sind, übernimmt die Sonne den Rest und dann weht der Wind die Pappnasen von der Straße.",False,False,none,none,none,none,none,1095991703772585,False
460,Da sieht man das ware Gesicht dieser Asylanten und so gewaltbereit sind die dann auch hier.,False,False,none,none,none,none,none,982669331771490,False
461,"Jana, da liegst du völlig daneben, Bürger der DDR waren von Geburt und Kultur her Deutsche, auch nach dem Grundgesetz der BRD vor 1989, also von wegen wer auf deutschem Boden geboren ist und eine deutsche Herkunft und Kultur hat etc...!!! Um ein Flüchtling bzw. Asylsuchender zu sein, muss man schon eine andere Herkunft als die des Aufnahmelandes haben! Außerdem sind doch fast alle in den ""Neuen Bundesländern"" geblieben die Einwohnerzahl dort liegt nur wenig unter dem was zu DDR-Zeiten an Population zu verzeichnen war! Das derzeit gültige Asylgesetz in der BRD sieht ünbrigens KEIN Asyl für Kriegsflüchtlinge vor, dafür ist/sind die Vereinten Nationen (UNHCR) zuständig, die Vereinten Nationen (UNHCR) hat/haben für die Syrer Aufnahmelager in Jordanien und in der Türkei, Frau Merkel hätte dort nur anrufen müssen, die Vereinten Nationen (UNHCR) hätte sich sicher über die Entlastung gefreut, keiner wäre ertrunken, niemad wäre verletzt wurden, alle wären registriert, ABER dann hätte Frau Merkel maximal 500.000 nehmen können, denn mehr hätten die Deutschen sicher nicht mitgemacht, nur durch ertrunkene Kinder und ähnliche Schreckensbilder werden die Menschen emotional und denken nicht mehr nach! Das ist der Plan, tote Kinder, ergo: erschütterte und dadurch hilfsbereite Deutsche, damit Merkel billige Lohnsklaven nach Deutschland holen kann, denn der Mindestlohn gilt nicht für Asylanten!!! Merkel hat Blut an den Händen, denn sie MUSSTE erst diese schlimmen Bilder produzieren bzw geschehen lassen, damit der naive Deutsche vor lauter Mitleid das Denken vergisst und eben bis Ende 2016 10 Millionen ins Land lässt, da die ja sonst alle ertrinken und so.",False,True,False,none,none,none,none,982799735091783,False
462,"""Fachkräftemangel"" weil pegida gegen massenhafte Zuwanderung ist soll also der Wirtschaft schaden. Das bei der BA nur Vollidioten sitzen ist mir ja schon lange klar aber so eine Aussage? Wenn ich mir den Großteil unserer Zuwanderer anschaue dann sind das Fachkräfte im Schweine hüten und betteln. Im eigenen Land sind die mit nem Kuhgespann durch die Dörfer gefahren die heute immer noch aussehen als wäre da gerade der 2. Weltkrieg zu Ende und die wollen uns solche Menschen als Fachkräfte auftischen? Die sollen erstmal für das eigene Volk Arbeit finden aber anscheinend gehts hier nur um Lohndumping. 8,50€ Mindestlohn schadet ja der Wirtschaft, so ein Zuwanderer putzt auch für weniger das Bahnhofsklo... Ohne Worte",False,False,none,none,none,none,none,876298435741914,False
463,"Die nutzlosen Schmarotzer lernen mich mal kennen, wenn se mir mir nochmal vor die Füße spucken, aber dann müsste ich ja den ärmsten der armen auch noch schmerzengeld zahlen",False,False,none,none,none,none,none,1134496189922136,False
464,"Jan Westermann gut sie haben den einen gefunden , wahrscheinlich konnte er mit einer Gitarre nichts anfangen , toll ! Bleiben die anderen mind. 1,5 Millionen , die nicht nach Deutschland kamen um Gitarren zu finden ! Und die anderen 800 000 vom letzten Jahr , wovon die meisten unangefochten die Kriminalstatistik sprengen ,wenn sie denn aufgenommen werden würden ! Was willst du mit deinem einen Syrier ? Falls es überhaupt einer ist ? Und wer sagt denn , daß er sie nicht vorher geklaut hat , um sie dann asylbeschleunigent zurück zubringen ? Das kann dein oller Musiker nicht beantworten ! Es gibt genug Asylanten ,welche so einen Blech nicht nötig haben , sich gut benehmen auch anpassen und trotzdem illegal sind ! Das gleiche wäre ,wenn ich irgendwo illegal bin , ich kann mich auch gut benehmen und anpassen bin trotzdem illegal da - kapiert !",False,True,False,none,none,none,none,1065421463496276,False
465,"Seid doch mal ehrlich euch sind bestimmt die Bananen ausgegangen ihr armen gefrusteten. Der Lügenpresse habt ihr es nicht zu verdanken das ihr im Rest der BRD als grosser Witz gelten tut das habt ihr gantz allein geschafft.Und jetzt rennt ihr einer von der FDP nach nachdem euer ""Führer"" sich selbst zerstört hat. Armes Dresden das es euch ertragen muss und das nach Lichtenhagen. Ihr habt nichts verstanden.",False,False,none,none,none,none,none,858354074203017,False
466,"Das Verhalten der AWO ist diskriminierend und dient der Hetze. Ganz ehrlich, diese ganzen möchte-gerne-Wohlfahrtsverbände sind keine zu empfehlenden Arbeitgeber. Alles Heuchler, bei denen es auch nur ums Geld geht.",False,False,none,none,none,none,none,1152512101453878,False
467,"Zitat:"" Stephan Laurent ihr macht aber alle das selbe wie die idioten im 2 weltkrieg bevor hitler an die macht kam... IHR SEID ZU DUMM UM GESCHICHTE ZU KENNEN U WEITER ZU DENKEN ! 
Engstirnig, kurzsichtig u dumm seit ihr ! ""  Und ich dachte immer, Hitler hat die ""Idioten"" in den Krieg geschickt. Dann müssen wir wohl mein Geschichtsbuch umschreiben. Und den Duden gleich mit, wenn ich deine Rechtschreibung betrachte. ;-)",False,True,False,none,none,none,none,858087204229704,False
468,"Dieses Nazi Gequatsche geht mir tierisch auf den Geist. 
Fragt doch mal die Asylanten, ob sie Stolz auf ihr Land usw. sind? Die meisten von denen sind Rassisten. Da sind die Schiiten gegen die Suniten, die Schwarzen hassen die Weissen. Die Moslems die Ungläubigen. 
In Deutschland versuchen die Medien und die Politik die Menschen mit gesundem Menschenverstand als Nazi zu verunglimpfen. 
Was sind dann die Asylanten?",False,False,none,none,none,none,none,945858592119231,False
469,Der is aber auch ne hässliche Alte...,True,True,True,True,False,False,True,951882118183545,True
470,"Diese Menschen hetzen selbst nur rum zwar ein anderes Feindbild aber trotzdem nicht besser!!!!!!  Mit Weltfrieden kann man kein Geld verdienen ,also schön weiterhetzen ihr sogenannten Gutmenschen, wie ich euch verachte, nicht Pegida und Sarrazien sind die Pest der Gesellschaft sondern sie Herr Todenhöfer und ihresgleichen.",False,True,True,True,False,True,True,894847150553709,False
471,"Na Herr Weidner, funktioniert bei ihnen nur auf der persönlichen Schiene oder? Mehr Grips hätte ich einem Blödbürger auch nicht zugetraut. Und das sie nicht wissen wer das auf dem Foto ist hätte ich mir auch denken können :D",True,True,True,True,False,False,True,982910071747416,True
472,"was die linken idioten und die gutmenschen vergessen , ist das sie selber nicht verschont bleiben und das ist gut so !  alles gehirnlose idioten !",False,False,none,none,none,none,none,1108392712532484,False
474,Der IS ist die logische Konsequenz von dem was im Koran steht.,False,False,none,none,none,none,none,858043067567451,False
475,"Die Serben machen es Richtig und halten sich die ganze Merkelscheiße vom Hals.Nur die Affen vom Reichstagszoo begreifen das nicht, immer Munter gehts hier weiter.",False,False,none,none,none,none,none,982665288438561,False
476,"Die ""Schande"" von Clausnitz kennt nun jeder deutsche Depp. Das Sachsen seit Jahren Geld aus gezogenen Bürgschaften (für die ehemalige Sachsen-LB) an die Landesbank Baden-Würtenberg überweist und damit direkt den Rot-Grünen Kretschmann Verein finanzieren muß, dass interessierte und interessiert sprichwörtlich ""kein - Gutmenschen - Schwein""......Widerliche Wessi-heuchler - Pfui Deibel!!  Insgesamt werden von den Wessis 2,75 Milliarden Euro aus dem Sächsischen Landeshaushalt gezogen. Anmerkung: Mal die Summe durch die Anzahl der sächsischen Bürger teilen und staunen was da pro Kopf raus kommt....Alles unser Geld.  Zitat aus Wikipedia: ""Nachdem die endgültige Übernahme Anfang Dezember zu scheitern drohte, wurde in der Nacht vom 12. auf den 13. Dezember 2007 eine abschließende Einigung über die Übernahme der Sachsen LB durch die LBBW erzielt. Diese beinhaltet u. a. weitreichende finanzielle Bürgschaften über 2,75 Milliarden Euro durch das Land Sachsen.[22] Von diesen Bürgschaften wurden mittlerweile (Stand Oktober 2015) rund 1,34 Milliarden abgerufen.[23] [24] [25] Da mittlerweile auch die sächsische Landesregierung eingesehen hat, dass sie offenbar die gesamte Garantiesumme wird übernehmen müssen, wurden nun auch die restlichen 1,75 Milliarden Euro in einen Garantiefonds zurückgelegt.[26]",False,,none,none,none,none,none,1064929776878778,False
477,"[@IND] Du bist echt nur doof. Der ""Deutsche"" ist ein Türke mit deutschem Pass !!!! Also häng Dich weg Du Spinner.",True,True,True,True,False,False,True,857209170984174,True
478,"ich würde mal sagen, meine lieben Hausbesitzer, macht schon mal eure überschüssigen Zimmer bereit, denn die vielen Asylanten ob jung oder alt brauchen ja auch ein Plätzchen und da rufe ich doch mal konkret die dazu auf, die so sehr darauf pochen Deutschland muss bunt sein, muss diese armen Menschen aufnehmen. Wie gesagt meine Lieben dann macht schon mal die Betten bereit. Ich brauche sie hier sicher nicht und dazu stehe ich auch. Irgendwann muss der Wahnsinn mal ein Ende haben!!!! Liebe Frau Merkel und Ihr ganzes Team, IHR habt doch auch viel Platz in euren Häusern und LUXUSVILLEN, seit mal Vorbilder und nehmt euch einen Schwung Asylanten mit nach Hause und den Rest verteilt Ihr in eurer noblen und reichen Nachbarschaft, das wäre doch mal vorbildliche Politik.",False,True,False,none,none,none,none,946596388712118,False
479,"Britta Elsner 
Wir kümmern uns erstmal darum, das die heuschrecken Plage hier aus europa abhauen. Danach können wir uns um die Sache mit dem bargeld kümmern.",False,True,False,none,none,none,none,1111791922192563,False
